7.673108293383759659e-02,2.585761272754166784e-02
1.319093091351404734e+00,-2.000500207677311515e-01
1.967534398198721224e+00,1.447596130365393918e-01
1.099633037971404770e-01,3.854616307441086076e-02
5.277716725687584542e-01,3.283162322337132011e-01
7.905154188087076816e-01,1.512965959273098182e+00
1.572693466322663131e-02,-8.921866752392704214e-04
7.073045144309189070e-01,-1.518359346813777933e-01
5.359520752817591438e-01,-1.627647632685557344e+00
8.789574684090069312e-02,-4.085813796403081621e-02
1.056493189066760374e+00,4.564231116663104437e-01
6.974179269535375481e-01,1.048378537142946154e+00
