5.881307390712428584e-02,2.812881388241197933e-02
1.110338259787410520e+00,3.243479034092106583e-01
1.137220167280823091e+00,-8.366440184553408654e-01
1.461923066949737116e-01,3.971218478485592784e-02
1.758179593325891465e-01,9.187922126300850367e-01
8.964156176683307775e-01,1.284095941127793905e+00
1.425361367189992567e-01,-1.321597388000096684e-02
6.775081079960471042e-01,-6.430949592684817029e-01
6.674265382712194494e-01,-9.531263345179651347e-01
5.282242319537699266e-02,-1.657152049499835064e-02
9.169901634571939741e-01,6.748398041545790038e-01
9.770093156427318570e-01,7.034319022437578450e-01
