1.231080979533964725e-01,1.146425687928770420e-02
1.207102543183017351e+00,1.469477955443876382e-02
6.306021578700284902e-01,-1.599891094243888645e+00
4.237664430889419298e-02,-1.875958319169096500e-02
5.336697474514997541e-01,4.616380957156707154e-01
1.226820207961040410e+00,8.125118360929795003e-01
9.433366456313711790e-02,4.892326458974710635e-02
1.225841591199327008e+00,-3.134834001122279723e-01
1.973860782407741654e+00,1.520512413364345505e-01
9.300179006557775241e-02,3.869134211939823098e-03
1.210414472063167102e+00,-2.810443188528362057e-01
1.445500514767527944e+00,3.955616197959144209e-01
